Datetime,Open,High,Low,Close,Adj Close,Volume
2023-08-21 09:30:00-04:00,444.94000244140625,445.1300048828125,442.2200012207031,442.625,442.625,2412940
2023-08-21 09:31:00-04:00,442.6258850097656,444.489990234375,442.32000732421875,442.5660095214844,442.5660095214844,313474
2023-08-21 09:32:00-04:00,442.55999755859375,444.5899963378906,442.3301086425781,443.3500061035156,443.3500061035156,288301
2023-08-21 09:33:00-04:00,443.4750061035156,446.8800048828125,442.79998779296875,446.67498779296875,446.67498779296875,513528
2023-08-21 09:34:00-04:00,446.6003112792969,448.260009765625,446.4700012207031,448.1400146484375,448.1400146484375,498964
2023-08-21 09:35:00-04:00,448.25,449.5,448.1300048828125,449.07501220703125,449.07501220703125,483101
2023-08-21 09:36:00-04:00,449.0299987792969,449.9150085449219,448.7799987792969,449.0,449.0,447811
2023-08-21 09:37:00-04:00,449.2200012207031,449.59698486328125,447.67999267578125,448.05499267578125,448.05499267578125,439003
2023-08-21 09:38:00-04:00,448.01190185546875,449.739990234375,448.01190185546875,449.2300109863281,449.2300109863281,375818
2023-08-21 09:39:00-04:00,449.3500061035156,451.1098937988281,449.20001220703125,450.3800048828125,450.3800048828125,562396
2023-08-21 09:40:00-04:00,450.4700012207031,451.739990234375,450.4700012207031,451.3216857910156,451.3216857910156,408832
2023-08-21 09:41:00-04:00,451.4591064453125,451.8500061035156,450.43450927734375,451.45989990234375,451.45989990234375,355013
2023-08-21 09:42:00-04:00,451.44000244140625,453.0,451.3699951171875,452.7900085449219,452.7900085449219,565679
2023-08-21 09:43:00-04:00,452.69000244140625,453.0,451.5,452.05999755859375,452.05999755859375,374543
2023-08-21 09:44:00-04:00,451.989990234375,452.5299987792969,451.510009765625,451.67999267578125,451.67999267578125,241231
2023-08-21 09:45:00-04:00,451.75,451.8399963378906,450.1600036621094,451.2799072265625,451.2799072265625,374257
2023-08-21 09:46:00-04:00,451.05999755859375,451.4200134277344,450.2200012207031,451.25,451.25,251197
2023-08-21 09:47:00-04:00,451.2799987792969,451.7398986816406,450.3500061035156,450.95001220703125,450.95001220703125,216248
2023-08-21 09:48:00-04:00,450.8450012207031,450.9800109863281,449.80999755859375,449.9800109863281,449.9800109863281,278119
2023-08-21 09:49:00-04:00,449.989990234375,451.34991455078125,449.8100891113281,451.0450134277344,451.0450134277344,255436
2023-08-21 09:50:00-04:00,451.010009765625,452.4198913574219,450.60009765625,452.3599853515625,452.3599853515625,367049
2023-08-21 09:51:00-04:00,452.2804870605469,453.7699890136719,451.6390075683594,453.2174987792969,453.2174987792969,393453
2023-08-21 09:52:00-04:00,453.07501220703125,453.5502014160156,452.5299987792969,453.1700134277344,453.1700134277344,254013
2023-08-21 09:53:00-04:00,453.20001220703125,453.6000061035156,452.67010498046875,453.1687927246094,453.1687927246094,225517
2023-08-21 09:54:00-04:00,453.0799865722656,454.010009765625,452.29998779296875,452.5884094238281,452.5884094238281,290777
2023-08-21 09:55:00-04:00,452.510009765625,452.6099853515625,451.70001220703125,452.6099853515625,452.6099853515625,194249
2023-08-21 09:56:00-04:00,452.489990234375,453.20001220703125,451.6600036621094,453.0400085449219,453.0400085449219,260146
2023-08-21 09:57:00-04:00,453.1400146484375,453.34991455078125,452.6000061035156,452.8439025878906,452.8439025878906,206208
2023-08-21 09:58:00-04:00,452.9200134277344,453.25,452.0600891113281,453.01959228515625,453.01959228515625,164154
2023-08-21 09:59:00-04:00,452.8599853515625,453.29998779296875,452.2900085449219,453.29998779296875,453.29998779296875,135503
2023-08-21 10:00:00-04:00,453.2820129394531,453.5299987792969,452.29998779296875,452.489990234375,452.489990234375,274902
2023-08-21 10:01:00-04:00,452.5450134277344,452.8900146484375,452.0400085449219,452.5,452.5,179624
2023-08-21 10:02:00-04:00,452.4800109863281,452.6098937988281,452.0400085449219,452.2770080566406,452.2770080566406,125529
2023-08-21 10:03:00-04:00,452.2799987792969,453.3900146484375,451.8599853515625,452.07000732421875,452.07000732421875,275958
2023-08-21 10:04:00-04:00,452.0150146484375,452.5299987792969,452.0000915527344,452.4999084472656,452.4999084472656,107284
2023-08-21 10:05:00-04:00,452.5,453.2499084472656,452.0,452.1199951171875,452.1199951171875,241922
2023-08-21 10:06:00-04:00,452.1199951171875,452.75,452.0299987792969,452.3999938964844,452.3999938964844,120289
2023-08-21 10:07:00-04:00,452.2799987792969,452.8299865722656,451.9800109863281,452.07000732421875,452.07000732421875,389514
2023-08-21 10:08:00-04:00,452.04998779296875,453.95001220703125,452.04998779296875,453.797607421875,453.797607421875,294717
2023-08-21 10:09:00-04:00,453.79998779296875,455.54998779296875,453.7401123046875,455.40960693359375,455.40960693359375,537704
2023-08-21 10:10:00-04:00,455.42999267578125,455.8999938964844,454.30999755859375,454.3699951171875,454.3699951171875,350671
2023-08-21 10:11:00-04:00,454.4049987792969,454.54998779296875,453.1199951171875,454.2099914550781,454.2099914550781,234020
2023-08-21 10:12:00-04:00,454.20001220703125,454.3999938964844,453.20001220703125,454.0199890136719,454.0199890136719,211729
2023-08-21 10:13:00-04:00,454.010009765625,454.3999938964844,453.70001220703125,454.2799072265625,454.2799072265625,183750
2023-08-21 10:14:00-04:00,454.2557067871094,454.4100036621094,453.70001220703125,453.70001220703125,453.70001220703125,155795
2023-08-21 10:15:00-04:00,453.7699890136719,454.05999755859375,453.20001220703125,453.2300109863281,453.2300109863281,196521
2023-08-21 10:16:00-04:00,453.1700134277344,454.4200134277344,453.1177062988281,453.760009765625,453.760009765625,233210
2023-08-21 10:17:00-04:00,453.6000061035156,454.5199890136719,453.3500061035156,454.20001220703125,454.20001220703125,188276
2023-08-21 10:18:00-04:00,454.20001220703125,454.29998779296875,453.5614929199219,454.0,454.0,121248
2023-08-21 10:19:00-04:00,453.90008544921875,454.8999938964844,453.6300048828125,454.2799987792969,454.2799987792969,209991
2023-08-21 10:20:00-04:00,454.25,454.2898864746094,452.56890869140625,453.2900085449219,453.2900085449219,229881
2023-08-21 10:21:00-04:00,453.190185546875,454.0,452.42999267578125,452.8550109863281,452.8550109863281,232177
2023-08-21 10:22:00-04:00,452.8550109863281,453.2799987792969,452.3500061035156,452.6300048828125,452.6300048828125,189096
2023-08-21 10:23:00-04:00,452.6549987792969,453.4193115234375,452.43499755859375,453.20208740234375,453.20208740234375,163894
2023-08-21 10:24:00-04:00,453.2663879394531,453.4200134277344,451.82000732421875,452.0849914550781,452.0849914550781,249787
2023-08-21 10:25:00-04:00,452.010009765625,452.239990234375,451.05999755859375,451.45001220703125,451.45001220703125,271881
2023-08-21 10:26:00-04:00,451.3999938964844,451.5249938964844,450.760009765625,451.1400146484375,451.1400146484375,323884
2023-08-21 10:27:00-04:00,451.135009765625,451.55999755859375,450.92999267578125,451.2799072265625,451.2799072265625,226723
2023-08-21 10:28:00-04:00,451.3699951171875,451.6000061035156,450.54998779296875,451.6000061035156,451.6000061035156,232950
2023-08-21 10:29:00-04:00,451.6488037109375,451.659912109375,451.1199951171875,451.6000061035156,451.6000061035156,158909
2023-08-21 10:30:00-04:00,451.6600036621094,453.1675109863281,451.32000732421875,452.21710205078125,452.21710205078125,307669
2023-08-21 10:31:00-04:00,452.25,452.4299011230469,450.6400146484375,451.2699890136719,451.2699890136719,189757
2023-08-21 10:32:00-04:00,451.260009765625,451.42999267578125,450.6817932128906,451.25,451.25,149007
2023-08-21 10:33:00-04:00,451.25,451.75,450.9100036621094,451.7030944824219,451.7030944824219,150106
2023-08-21 10:34:00-04:00,451.6700134277344,451.96990966796875,451.34820556640625,451.6341857910156,451.6341857910156,133690
2023-08-21 10:35:00-04:00,451.57000732421875,451.944091796875,451.1000061035156,451.8500061035156,451.8500061035156,121988
2023-08-21 10:36:00-04:00,451.864990234375,452.3999938964844,451.75,452.04998779296875,452.04998779296875,169142
2023-08-21 10:37:00-04:00,452.1099853515625,452.3999938964844,451.6300048828125,451.93170166015625,451.93170166015625,97144
2023-08-21 10:38:00-04:00,451.989990234375,452.4200134277344,451.5299987792969,452.3900146484375,452.3900146484375,148211
2023-08-21 10:39:00-04:00,452.29998779296875,452.8699951171875,452.010009765625,452.7792053222656,452.7792053222656,149223
2023-08-21 10:40:00-04:00,452.82000732421875,453.989990234375,452.1000061035156,453.8699951171875,453.8699951171875,210992
2023-08-21 10:41:00-04:00,453.7300109863281,454.0,453.6199951171875,453.87200927734375,453.87200927734375,125822
2023-08-21 10:42:00-04:00,453.8299865722656,454.0,453.2799987792969,453.590087890625,453.590087890625,115421
2023-08-21 10:43:00-04:00,453.69500732421875,454.2799987792969,453.5210876464844,453.69500732421875,453.69500732421875,158748
2023-08-21 10:44:00-04:00,453.59259033203125,453.80560302734375,453.2001037597656,453.4599914550781,453.4599914550781,99128
2023-08-21 10:45:00-04:00,453.4100036621094,454.29998779296875,452.79998779296875,454.1466064453125,454.1466064453125,194626
2023-08-21 10:46:00-04:00,454.1099853515625,454.1799011230469,453.29998779296875,453.6600036621094,453.6600036621094,126681
2023-08-21 10:47:00-04:00,453.6099853515625,453.94989013671875,453.55010986328125,453.8999938964844,453.8999938964844,71938
2023-08-21 10:48:00-04:00,453.8200988769531,454.04998779296875,453.67999267578125,453.95001220703125,453.95001220703125,100111
2023-08-21 10:49:00-04:00,453.8500061035156,453.92999267578125,452.8800048828125,453.92999267578125,453.92999267578125,110515
2023-08-21 10:50:00-04:00,453.9700012207031,454.0533142089844,453.1610107421875,453.3915100097656,453.3915100097656,103148
2023-08-21 10:51:00-04:00,453.3800048828125,453.6499938964844,453.0,453.05999755859375,453.05999755859375,101702
2023-08-21 10:53:00-04:00,453.2799987792969,453.3900146484375,453.0799865722656,453.30999755859375,453.30999755859375,227271
2023-08-21 10:54:00-04:00,453.3900146484375,453.7499084472656,453.20001220703125,453.44989013671875,453.44989013671875,84499
2023-08-21 10:55:00-04:00,453.3900146484375,453.6300048828125,453.0,453.1449890136719,453.1449890136719,86649
2023-08-21 10:56:00-04:00,453.1449890136719,453.3299865722656,452.7099914550781,453.135009765625,453.135009765625,90098
2023-08-21 10:57:00-04:00,453.2099914550781,453.2099914550781,452.75,453.03851318359375,453.03851318359375,58095
2023-08-21 10:58:00-04:00,452.8999938964844,453.07000732421875,452.70001220703125,452.885009765625,452.885009765625,100118
2023-08-21 10:59:00-04:00,452.79998779296875,452.8403015136719,451.6400146484375,451.7099914550781,451.7099914550781,177855
2023-08-21 11:00:00-04:00,451.70001220703125,452.31988525390625,451.0,452.17999267578125,452.17999267578125,237901
2023-08-21 11:01:00-04:00,452.1899108886719,453.19000244140625,452.0600891113281,453.07000732421875,453.07000732421875,167856
2023-08-21 11:02:00-04:00,453.0509948730469,453.25,452.5,452.75689697265625,452.75689697265625,122967
2023-08-21 11:03:00-04:00,452.67999267578125,453.2300109863281,452.5299987792969,452.9800109863281,452.9800109863281,123447
2023-08-21 11:05:00-04:00,452.8218994140625,452.8218994140625,451.8999938964844,452.19830322265625,452.19830322265625,159485
2023-08-21 11:06:00-04:00,452.2099914550781,452.2149963378906,451.5220031738281,451.95001220703125,451.95001220703125,112467
2023-08-21 11:07:00-04:00,451.8399963378906,452.09991455078125,451.6400146484375,451.739990234375,451.739990234375,97390
2023-08-21 11:08:00-04:00,451.7799987792969,452.3699951171875,451.4110107421875,451.7850036621094,451.7850036621094,94811
2023-08-21 11:09:00-04:00,451.7300109863281,451.94000244140625,450.65008544921875,451.010009765625,451.010009765625,157971
2023-08-21 11:10:00-04:00,451.0799865722656,451.2799072265625,449.7200012207031,449.8581848144531,449.8581848144531,281405
2023-08-21 11:11:00-04:00,449.8500061035156,450.4999084472656,449.7522888183594,450.17999267578125,450.17999267578125,135949
2023-08-21 11:12:00-04:00,450.16650390625,450.6499938964844,450.0,450.44000244140625,450.44000244140625,117781
2023-08-21 11:13:00-04:00,450.45001220703125,450.69000244140625,449.80999755859375,449.8599853515625,449.8599853515625,110357
